検索結果／出荷地別取扱実績（活ひらめ）
（単位：ｋｇ・円）
出荷地,出荷地,合計,平成27年1月,平成27年2月,平成27年3月,平成27年4月,平成27年5月,平成27年6月,平成27年7月,平成27年8月,平成27年9月,平成27年10月,平成27年11月,平成27年12月,
新潟,平均価格,1606,2306,1738,1437,2043,1404,720,896,-,2511,-,-,-,
富山,数量,18,18,0,0,0,0,0,0,0,0,0,0,0,
富山,金額,39582,39582,0,0,0,0,0,0,0,0,0,0,0,
富山,平均価格,2199,2199,-,-,-,-,-,-,-,-,-,-,-,
石川,数量,5,0,0,0,5,0,0,0,0,0,0,0,0,
石川,金額,5206,0,0,0,5206,0,0,0,0,0,0,0,0,
石川,平均価格,1041,-,-,-,1041,-,-,-,-,-,-,-,-,
福井,数量,488,0,142,0,25,315,6,0,0,0,0,0,0,
福井,金額,710171,0,349089,0,34744,322580,3758,0,0,0,0,0,0,
福井,平均価格,1455,-,2458,-,1390,1024,626,-,-,-,-,-,-,
静岡,数量,5962,181,453,1930,888,876,422,196,45,50,254,302,365,
静岡,金額,9295381,456278,1029046,3717659,1017611,701209,347109,331365,91896,138013,406968,489857,568370,
静岡,平均価格,1559,2521,2272,1926,1146,800,823,1691,2042,2760,1602,1622,1557,
愛知,数量,135884,11928,8884,10674,10747,11490,11618,10221,11392,11221,12038,10697,14974,
愛知,金額,235800440,19361352,14097629,17033448,17408706,18547335,18491542,16316400,18555264,21310141,23399863,21335792,29942968,
愛知,平均価格,1735,1623,1587,1596,1620,1614,1592,1596,1629,1899,1944,1995,2000,
三重,数量,1821,593,279,329,222,59,15,60,4,203,43,0,14,
三重,金額,4370585,2004645,734379,636071,282959,43254,13057,110527,7603,416686,103572,0,17832,
三重,平均価格,2400,3381,2632,1933,1275,733,870,1842,1901,2053,2409,-,1274,
京都,数量,117,0,20,0,51,46,0,0,0,0,0,0,0,
京都,金額,135583,0,42336,0,48212,45035,0,0,0,0,0,0,0,
京都,平均価格,1159,-,2117,-,945,979,-,-,-,-,-,-,-,
大阪,数量,1018,332,169,174,0,3,0,0,3,0,0,0,337,
大阪,金額,1906300,561634,299905,302477,0,6804,0,0,7344,0,0,0,728136,
大阪,平均価格,1873,1692,1775,1738,-,2268,-,-,2448,-,-,-,2161,
兵庫,数量,652,216,69,31,27,22,2,2,24,18,24,80,137,
兵庫,金額,2531060,776920,198266,91746,51938,47369,2916,7895,137181,68634,104609,344176,699410,
兵庫,平均価格,3882,3597,2873,2960,1924,2153,1458,3948,5716,3813,4359,4302,5105,
和歌山,数量,1070,307,192,100,62,64,57,64,59,43,39,40,43,
和歌山,金額,2498130,949121,467044,196122,117843,120884,106899,116130,110023,80975,74892,77028,81169,
和歌山,平均価格,2335,3092,2433,1961,1901,1889,1875,1815,1865,1883,1920,1926,1888,
鳥取,数量,3,0,0,0,0,0,0,0,0,0,3,0,0,
鳥取,金額,12096,0,0,0,0,0,0,0,0,0,12096,0,0,
鳥取,平均価格,4032,-,-,-,-,-,-,-,-,-,4032,-,-,
島根,数量,790,161,0,0,179,0,0,0,0,101,30,165,154,
島根,金額,2144389,410205,0,0,375842,0,0,0,0,328981,67555,493442,468364,
島根,平均価格,2714,2548,-,-,2100,-,-,-,-,3257,2252,2991,3041,
山口,数量,663,0,663,0,0,0,0,0,0,0,0,0,0,
山口,金額,1128526,0,1128526,0,0,0,0,0,0,0,0,0,0,
山口,平均価格,1702,-,1702,-,-,-,-,-,-,-,-,-,-,
徳島,数量,154,0,47,49,22,3,0,0,26,0,0,2,5,
徳島,金額,324983,0,103528,105570,35770,6102,0,0,47963,0,0,5832,20218,
徳島,平均価格,2110,-,2203,2154,1626,2034,-,-,1845,-,-,2916,4044,
香川,数量,15,0,0,0,0,9,0,0,0,0,0,0,6,
香川,金額,32267,0,0,0,0,9277,0,0,0,0,0,0,22990,
香川,平均価格,2151,-,-,-,-,1031,-,-,-,-,-,-,3832,
愛媛,数量,70523,11004,7811,8267,7004,8705,4083,3422,4808,2845,3069,4085,5420,
愛媛,金額,120459565,16406034,12105863,13409893,11630017,14670241,6575369,5703342,7953176,5557369,6362240,8546402,11539619,
愛媛,平均価格,1708,1491,1550,1622,1660,1685,1610,1667,1654,1953,2073,2092,2129,
福岡,数量,16211,1337,707,140,71,323,500,25,1989,1626,2772,2660,4061,
福岡,金額,30594264,2044689,1078770,216482,118294,493804,795976,41640,3291856,3088180,5733767,5420245,8270561,
福岡,平均価格,1887,1529,1526,1546,1666,1529,1592,1666,1655,1899,2068,2038,2037,
長崎,数量,1741,186,595,562,121,78,59,6,3,0,31,51,49,
長崎,金額,4316523,476798,1558993,1496198,226726,78440,53535,5681,9180,0,71474,159213,180285,
長崎,平均価格,2479,2563,2620,2662,1874,1006,907,947,3060,-,2306,3122,3679,
熊本,数量,54608,6271,5319,4659,2818,2574,2530,3875,4567,3554,5917,5344,7180,
熊本,金額,98939459,9634744,8491797,7799890,4914275,4474386,4354376,6668015,7789269,6897263,11930139,11004487,14980818,
熊本,平均価格,1812,1536,1597,1674,1744,1738,1721,1721,1706,1941,2016,2059,2086,
大分,数量,1836,187,401,251,345,215,37,8,0,0,3,59,330,
大分,金額,4934838,534676,1020110,690103,844296,582809,107233,21460,0,0,9158,169744,955249,
大分,平均価格,2688,2859,2544,2749,2447,2711,2898,2683,-,-,3053,2877,2895,
