検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成14年1月,平成14年2月,平成14年3月,平成14年4月,平成14年5月,平成14年6月,平成14年7月,平成14年8月,平成14年9月,平成14年10月,平成14年11月,平成14年12月
長崎,平均価格,3387,3452,3104,3645,3502,3776,2299,-,-,6783,4398,3460,3552
熊本,数量,136912,8389,9007,12251,12909,13874,8835,10676,12668,11255,10637,12713,13698
熊本,金額,238184760,17736790,17676021,22599701,21735953,21802596,14114645,16934474,20276723,18790648,19322932,22848945,24345332
熊本,平均価格,1740,2114,1962,1845,1684,1571,1598,1586,1601,1670,1817,1797,1777
大分,数量,145384,10292,15704,11314,9609,9339,6531,9762,11372,11563,17000,14258,18640
大分,金額,251730960,20229885,28585611,20095718,16162875,15356564,10385892,15494865,17957703,19212976,30408647,25104216,32736008
大分,平均価格,1731,1966,1820,1776,1682,1644,1590,1587,1579,1662,1789,1761,1756
宮崎,数量,40,40,0,0,0,0,0,0,0,0,0,0,0
宮崎,金額,136575,136575,0,0,0,0,0,0,0,0,0,0,0
宮崎,平均価格,3414,3414,-,-,-,-,-,-,-,-,-,-,-
鹿児島,数量,3349,359,1577,856,244,53,41,0,0,0,0,12,207
鹿児島,金額,8915302,1158036,4308178,2113149,549676,118020,69552,0,0,0,0,45665,553026
鹿児島,平均価格,2662,3226,2732,2469,2253,2227,1696,-,-,-,-,3805,2672
沖繩,数量,23221,2000,2154,1777,2582,2922,1781,1834,2484,1262,1213,1932,1280
沖繩,金額,38894071,3710468,3772307,3201700,4475500,4704091,2864252,2683526,3704269,2218732,2144949,3296379,2117898
沖繩,平均価格,1675,1855,1751,1802,1733,1610,1608,1463,1491,1758,1768,1706,1655
