検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成25年1月,平成25年2月,平成25年3月,平成25年4月,平成25年5月,平成25年6月,平成25年7月,平成25年8月,平成25年9月,平成25年10月,平成25年11月,平成25年12月
千葉,金額,223129027,32078611,45771298,41367416,30974182,15475722,5931619,6313431,7454229,10384578,3390294,6218831,17768816
千葉,平均価格,2099,2080,2448,2173,2208,1724,1310,1270,1574,1912,2592,2419,2703
東京,数量,360304,29699,24424,26355,25710,25573,28337,20448,30262,26176,32585,29424,61311
東京,金額,581294375,45339337,38110596,41125719,40745711,41161350,41113566,32059800,49499379,44493526,54147939,48647288,104850164
東京,平均価格,1613,1527,1560,1560,1585,1610,1451,1568,1636,1700,1662,1653,1710
神奈川,数量,15180,1717,3397,4748,2807,448,125,96,34,148,272,567,821
神奈川,金額,35419291,4103638,8351025,9652599,5883500,706163,128143,100015,93546,612853,1031910,1860705,2895194
神奈川,平均価格,2333,2390,2458,2033,2096,1576,1025,1042,2751,4141,3794,3282,3526
新潟,数量,1491,168,92,193,240,504,6,0,0,0,45,126,117
新潟,金額,2718012,349705,192384,359390,498229,677052,5649,0,0,0,147937,231024,256642
新潟,平均価格,1823,2082,2091,1862,2076,1343,942,-,-,-,3287,1834,2194
石川,数量,33,0,0,0,9,21,0,0,0,0,3,0,0
石川,金額,41886,0,0,0,11488,20475,0,0,0,0,9923,0,0
石川,平均価格,1269,-,-,-,1276,975,-,-,-,-,3308,-,-
福井,数量,56,11,8,0,0,25,0,0,0,0,0,0,12
福井,金額,95908,14931,15687,0,0,39491,0,0,0,0,0,0,25799
福井,平均価格,1713,1357,1961,-,-,1580,-,-,-,-,-,-,2150
静岡,数量,6721,687,1675,2252,981,305,103,82,6,11,21,46,552
静岡,金額,12305497,1357649,3298212,4222284,1629218,355277,82419,61303,11162,29611,68786,101873,1087703
静岡,平均価格,1831,1976,1969,1875,1661,1165,800,748,1860,2692,3276,2215,1970
愛知,数量,133926,10064,11866,12287,10424,10392,7470,8853,11795,9455,11991,13625,15704
愛知,金額,204278095,14736958,18104899,18717584,16081085,16070614,11476363,13331853,17615635,14425444,18564542,21007986,24145132
愛知,平均価格,1525,1464,1526,1523,1543,1546,1536,1506,1493,1526,1548,1542,1538
三重,数量,2723,351,347,659,320,264,4,105,68,170,154,134,147
三重,金額,5297113,731264,725402,1318965,703048,428487,4799,175235,80094,289380,265777,148881,425781
三重,平均価格,1945,2083,2090,2001,2197,1623,1200,1669,1178,1702,1726,1111,2896
京都,数量,455,0,0,11,128,187,42,4,0,0,0,83,0
京都,金額,684027,0,0,21210,258588,223198,27962,1932,0,0,0,151137,0
京都,平均価格,1503,-,-,1928,2020,1194,666,483,-,-,-,1821,-
大阪,数量,17791,1725,1065,1101,1178,1046,1292,1622,1602,2871,1122,1711,1456
大阪,金額,30079188,2867963,1775882,1833332,2012844,1812596,2152943,2766441,2732495,4823369,1941830,2930697,2428796
大阪,平均価格,1691,1663,1667,1665,1709,1733,1666,1706,1706,1680,1731,1713,1668
兵庫,数量,21085,1902,2449,2869,2869,552,698,0,1538,887,1962,1121,4238
兵庫,金額,38771698,3247910,4250868,4795474,4888616,953389,1211818,0,2656835,1576579,3417742,2212012,9560455
兵庫,平均価格,1839,1708,1736,1671,1704,1727,1736,-,1727,1777,1742,1973,2256
和歌山,数量,106,14,0,0,0,0,0,0,0,0,0,4,88
和歌山,金額,190296,19688,0,0,0,0,0,0,0,0,0,6505,164103
和歌山,平均価格,1795,1406,-,-,-,-,-,-,-,-,-,1626,1865
鳥取,数量,2,0,0,0,0,0,0,2,0,0,0,0,0
鳥取,金額,672,0,0,0,0,0,0,672,0,0,0,0,0
鳥取,平均価格,336,-,-,-,-,-,-,336,-,-,-,-,-
島根,数量,52,0,0,0,0,0,0,0,0,0,52,0,0
島根,金額,149647,0,0,0,0,0,0,0,0,0,149647,0,0
島根,平均価格,2878,-,-,-,-,-,-,-,-,-,2878,-,-
広島,数量,5,0,0,0,0,0,5,0,0,0,0,0,0
広島,金額,3276,0,0,0,0,0,3276,0,0,0,0,0,0
広島,平均価格,655,-,-,-,-,-,655,-,-,-,-,-,-
徳島,数量,162,0,4,0,121,0,1,4,0,1,0,11,20
徳島,金額,308098,0,7287,0,180310,0,410,6300,0,2520,0,37118,74153
徳島,平均価格,1902,-,1822,-,1490,-,410,1575,-,2520,-,3374,3708
愛媛,数量,46048,4162,2703,4470,3991,2293,1518,1194,2488,4061,4140,6761,8267
愛媛,金額,73886787,6518604,4401074,6816393,6323337,3842342,2479730,1952592,4199974,6553938,6626755,10775357,13396691
愛媛,平均価格,1605,1566,1628,1525,1584,1676,1634,1635,1688,1614,1601,1594,1621
高知,数量,8,0,0,0,8,0,0,0,0,0,0,0,0
高知,金額,12401,0,0,0,12401,0,0,0,0,0,0,0,0
高知,平均価格,1550,-,-,-,1550,-,-,-,-,-,-,-,-
福岡,数量,7563,0,0,222,188,474,0,0,0,0,406,3475,2798
福岡,金額,11156906,0,0,334898,298769,732638,0,0,0,0,595785,5109312,4085504
福岡,平均価格,1475,-,-,1509,1589,1546,-,-,-,-,1467,1470,1460
佐賀,数量,12,0,0,0,0,0,0,0,0,0,2,7,3
佐賀,金額,18869,0,0,0,0,0,0,0,0,0,3518,9996,5355
佐賀,平均価格,1572,-,-,-,-,-,-,-,-,-,1759,1428,1785
長崎,数量,1026,63,108,668,15,19,16,9,0,8,40,17,63
長崎,金額,2183899,114996,196638,1390263,22544,20675,21022,11803,0,10080,140766,29622,225490
長崎,平均価格,2129,1825,1821,2081,1503,1088,1314,1311,-,1260,3519,1742,3579
熊本,数量,71220,6553,7245,5806,6004,4129,1722,4012,5927,6295,7119,6725,9683
熊本,金額,110996097,9590700,10999648,8928680,9262775,6448797,2649462,6424275,9442404,10150341,11373147,10539570,15186298
熊本,平均価格,1558,1464,1518,1538,1543,1562,1539,1601,1593,1612,1598,1567,1568
大分,数量,7330,468,638,1162,1599,1488,0,0,0,0,305,386,1284
大分,金額,13879218,738199,1054760,1897468,2657920,2585116,0,0,0,0,799313,1093400,3053042
大分,平均価格,1893,1577,1653,1633,1662,1737,-,-,-,-,2621,2833,2378
鹿児島,数量,40,30,10,0,0,0,0,0,0,0,0,0,0
鹿児島,金額,72471,54621,17850,0,0,0,0,0,0,0,0,0,0
鹿児島,平均価格,1812,1821,1785,-,-,-,-,-,-,-,-,-,-
