検索結果／出荷地別取扱実績（ひらめ（国内））,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成14年1月,平成14年2月,平成14年3月,平成14年4月,平成14年5月,平成14年6月,平成14年7月,平成14年8月,平成14年9月,平成14年10月,平成14年11月,平成14年12月
島根,平均価格,1907,1869,1834,2099,1653,1409,-,-,-,819,2663,1882,2338
広島,数量,29,0,0,14,3,8,0,0,0,0,4,0,0
広島,金額,50338,0,0,26975,5460,8715,0,0,0,0,9188,0,0
広島,平均価格,1736,-,-,1927,1820,1089,-,-,-,-,2297,-,-
山口,数量,21613,4649,4370,2088,3037,1628,59,0,155,500,1014,1800,2313
山口,金額,42300909,8929938,8491056,4353607,4905515,2287275,66466,0,385794,1386885,2425448,3806304,5262621
山口,平均価格,1957,1921,1943,2085,1615,1405,1127,-,2489,2774,2392,2115,2275
徳島,数量,75,0,5,50,10,6,4,0,0,0,0,0,0
徳島,金額,167404,0,15749,121823,16024,9923,3885,0,0,0,0,0,0
徳島,平均価格,2232,-,3150,2436,1602,1654,971,-,-,-,-,-,-
香川,数量,950,0,3,77,434,323,46,19,2,0,5,35,6
香川,金額,2013132,0,8505,307777,926823,589580,57080,31511,2499,0,8610,59672,21075
香川,平均価格,2119,-,2835,3997,2136,1825,1241,1658,1250,-,1722,1705,3513
愛媛,数量,2848,577,269,47,18,41,9,859,42,0,1,28,957
愛媛,金額,8437953,2237268,762214,133833,44216,93365,42105,416627,89933,0,2100,96199,4520093
愛媛,平均価格,2963,3877,2834,2848,2456,2277,4678,485,2141,-,2100,3436,4723
高知,数量,1602,286,455,466,253,63,0,0,6,12,21,16,24
高知,金額,3559840,623044,1102376,1046647,471080,98502,0,0,11970,44468,63851,48972,48930
高知,平均価格,2222,2178,2423,2246,1862,1564,-,-,1995,3706,3041,3061,2039
福岡,数量,7694,470,287,1067,1222,3920,453,0,5,10,97,35,128
福岡,金額,12163798,999478,580246,2647368,2490166,4255672,470267,0,14175,31185,163738,109947,401556
福岡,平均価格,1581,2127,2022,2481,2038,1086,1038,-,2835,3119,1688,3141,3137
佐賀,数量,1671,0,12,35,24,42,53,94,135,139,215,203,719
佐賀,金額,6572662,0,17745,61069,39260,137792,217035,382883,553235,566339,858144,830876,2908284
佐賀,平均価格,3933,-,1479,1745,1636,3281,4095,4073,4098,4074,3991,4093,4045
長崎,数量,18624,1321,2977,7092,5105,639,55,13,0,9,702,172,539
長崎,金額,47126089,3910525,7751597,18933999,12113223,1423269,92634,25104,0,18270,673921,460907,1722640
長崎,平均価格,2530,2960,2604,2670,2373,2227,1684,1931,-,2030,960,2680,3196
熊本,数量,9058,1323,3693,3246,525,26,0,0,4,25,24,93,99
熊本,金額,25516652,3964458,10267367,8961175,1484681,63011,0,0,12863,86099,55860,211650,409488
熊本,平均価格,2817,2997,2780,2761,2828,2424,-,-,3216,3444,2328,2276,4136
大分,数量,9305,707,811,841,514,107,178,767,528,294,1159,1329,2070
大分,金額,20761994,2452426,2550618,2581056,1355572,257166,319432,975670,885580,531933,2188901,2565317,4098323
大分,平均価格,2231,3469,3145,3069,2637,2403,1795,1272,1677,1809,1889,1930,1980
宮崎,数量,1021,361,289,181,27,7,0,0,0,4,21,58,73
宮崎,金額,2932833,1128160,791349,494306,62845,13220,0,0,0,10605,49730,144453,238165
宮崎,平均価格,2873,3125,2738,2731,2328,1889,-,-,-,2651,2368,2491,3263
鹿児島,数量,8889,2399,2690,1955,427,82,10,0,5,12,41,298,970
鹿児島,金額,29357103,7988697,8348869,6164069,1376068,211505,15048,0,14091,43786,154719,1190294,3849957
鹿児島,平均価格,3303,3330,3104,3153,3223,2579,1505,-,2818,3649,3774,3994,3969
