検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成20年1月,平成20年2月,平成20年3月,平成20年4月,平成20年5月,平成20年6月,平成20年7月,平成20年8月,平成20年9月,平成20年10月,平成20年11月,平成20年12月
福島,数量,18517,2080,528,92,151,161,1051,2985,2129,2430,3192,943,2775
福島,金額,58237635,8798710,2179197,418038,434249,336013,1333045,5293018,7080902,9535475,11249170,2523626,9056192
福島,平均価格,3145,4230,4127,4544,2876,2087,1268,1773,3326,3924,3524,2676,3263
茨城,数量,34465,5328,1138,1311,149,867,8716,8358,2978,1318,1331,1607,1364
茨城,金額,68433674,15562794,3186131,3121343,444669,1425324,7964637,10254812,9416615,4828656,4257859,3678046,4292788
茨城,平均価格,1986,2921,2800,2381,2984,1644,914,1227,3162,3664,3199,2289,3147
千葉,数量,71223,8423,9773,11723,9155,5320,4341,3791,980,2506,4936,3683,6592
千葉,金額,186147092,28328754,33722049,34541530,22718479,10047000,6230671,5801093,2598423,6421234,10453213,7066027,18218619
千葉,平均価格,2614,3363,3451,2946,2482,1889,1435,1530,2651,2562,2118,1919,2764
東京,数量,442754,36519,36776,35536,28258,22831,16332,21821,38852,44882,40950,47797,72200
東京,金額,751820762,75183408,73389347,68944277,53651120,43399309,30046435,38454267,66168590,76499901,66801052,65507148,93775908
東京,平均価格,1698,2059,1996,1940,1899,1901,1840,1762,1703,1704,1631,1371,1299
神奈川,数量,9295,794,2199,2853,1247,113,44,66,149,205,584,775,266
神奈川,金額,30511297,3003784,8689629,9387637,3139523,164496,60642,97000,286000,739431,1707721,2165207,1070227
神奈川,平均価格,3283,3783,3952,3290,2518,1456,1378,1470,1919,3607,2924,2794,4023
新潟,数量,11085,98,115,298,2802,6107,1291,19,11,25,78,123,118
新潟,金額,21706290,318467,327045,1116851,7374046,9936888,1813427,21961,24991,66194,213787,243150,249483
新潟,平均価格,1958,3250,2844,3748,2632,1627,1405,1156,2272,2648,2741,1977,2114
富山,数量,291,134,115,25,0,11,0,0,0,0,0,0,6
富山,金額,1118990,527729,461627,85428,0,23405,0,0,0,0,0,0,20801
富山,平均価格,3845,3938,4014,3417,-,2128,-,-,-,-,-,-,3467
石川,数量,419,123,133,44,59,39,0,6,0,0,1,14,0
石川,金額,1378410,427386,503268,153061,164516,81333,0,5040,0,0,3465,40341,0
石川,平均価格,3290,3475,3784,3479,2788,2085,-,840,-,-,3465,2882,-
静岡,数量,3965,467,893,988,36,0,7,0,0,3,1,459,1111
静岡,金額,12128641,2055621,3561907,3427731,119301,0,10143,0,0,8505,2930,870178,2072325
静岡,平均価格,3059,4402,3989,3469,3314,-,1449,-,-,2835,2930,1896,1865
愛知,数量,164326,14669,13196,13956,13803,13880,9869,10404,11145,13156,16025,14525,19698
愛知,金額,279398952,30662482,27026564,26877654,25675056,24081339,17277905,17147960,19415036,22754796,25480840,19445395,23553925
愛知,平均価格,1700,2090,2048,1926,1860,1735,1751,1648,1742,1730,1590,1339,1196
三重,数量,29947,1048,1997,3501,2012,1581,891,1317,1635,1387,3655,5154,5769
三重,金額,55925031,2634355,7061584,10526403,4387959,2851064,1672457,2503325,2971103,2456963,5643210,6562733,6653875
三重,平均価格,1867,2514,3536,3007,2181,1803,1877,1901,1817,1771,1544,1273,1153
京都,数量,412,0,0,0,35,273,90,1,0,0,2,11,0
京都,金額,556304,0,0,0,74665,356834,104717,882,0,0,4589,14617,0
京都,平均価格,1350,-,-,-,2133,1307,1164,882,-,-,2295,1329,-
大阪,数量,6380,37,91,1131,172,97,304,845,377,630,601,209,1886
大阪,金額,8847959,100359,263592,1783026,306201,123890,459451,1192460,501943,994532,832880,278125,2011500
大阪,平均価格,1387,2712,2897,1577,1780,1277,1511,1411,1331,1579,1386,1331,1067
兵庫,数量,14302,572,329,118,366,134,68,0,123,956,4606,3568,3462
兵庫,金額,27207911,3020269,1699022,479646,920168,239349,107520,0,207785,1605070,6953584,5455525,6519973
兵庫,平均価格,1902,5280,5164,4065,2514,1786,1581,-,1689,1679,1510,1529,1883
和歌山,数量,10201,21,991,1908,1104,1568,835,0,0,549,1163,1246,816
和歌山,金額,18282277,69207,2652670,3986212,2001280,2582973,1318901,0,0,984123,1799501,1667511,1219899
和歌山,平均価格,1792,3296,2677,2089,1813,1647,1580,-,-,1793,1547,1338,1495
島根,数量,3365,191,321,436,870,11,0,7,0,779,383,57,310
島根,金額,9911789,531924,968915,1433466,2153701,14133,0,12285,0,2400463,1209493,129361,1058048
島根,平均価格,2946,2785,3018,3288,2476,1285,-,1755,-,3081,3158,2269,3413
山口,数量,27,0,0,0,0,0,13,3,0,0,11,0,0
山口,金額,51714,0,0,0,0,0,14070,9450,0,0,28194,0,0
山口,平均価格,1915,-,-,-,-,-,1082,3150,-,-,2563,-,-
徳島,数量,83,0,0,0,0,3,0,0,0,0,79,1,0
徳島,金額,36047,0,0,0,0,1638,0,0,0,0,33306,1103,0
徳島,平均価格,434,-,-,-,-,546,-,-,-,-,422,1103,-
香川,数量,1742,70,54,231,114,169,11,182,431,415,65,0,0
香川,金額,3270681,148849,109232,446614,219494,321375,21189,333136,799281,763025,108486,0,0
香川,平均価格,1878,2126,2023,1933,1925,1902,1926,1830,1854,1839,1669,-,-
愛媛,数量,63350,1956,5007,4719,2169,2314,2227,1653,2384,2613,6353,11919,20036
愛媛,金額,102273430,4261095,10545872,9110059,4438520,4108958,3986372,3160649,4462293,5291958,10661742,16577917,25667995
愛媛,平均価格,1614,2178,2106,1931,2046,1776,1790,1912,1872,2025,1678,1391,1281
高知,数量,169,19,27,0,20,0,0,103,0,0,0,0,0
高知,金額,240524,74277,74582,0,26649,0,0,65016,0,0,0,0,0
高知,平均価格,1423,3909,2762,-,1332,-,-,631,-,-,-,-,-
福岡,数量,1020,0,0,1020,0,0,0,0,0,0,0,0,0
福岡,金額,2148724,0,0,2148724,0,0,0,0,0,0,0,0,0
福岡,平均価格,2107,-,-,2107,-,-,-,-,-,-,-,-,-
佐賀,数量,4,0,0,0,4,0,0,0,0,0,0,0,0
佐賀,金額,3990,0,0,0,3990,0,0,0,0,0,0,0,0
佐賀,平均価格,998,-,-,-,998,-,-,-,-,-,-,-,-
長崎,数量,21014,2760,7849,5801,1927,81,123,1240,929,3,14,8,279
長崎,金額,62012101,9875537,24190478,17988723,5094733,126525,194200,1872105,1418832,10710,34209,22208,1183841
長崎,平均価格,2951,3578,3082,3101,2644,1562,1579,1510,1527,3570,2444,2776,4243
熊本,数量,130572,13327,11763,9855,8808,8630,6284,7695,13020,14355,12741,8470,15624
熊本,金額,208803669,26137084,22411721,17914150,15353350,15023416,9969540,11957122,20773688,22257585,19136754,10554201,17315058
熊本,平均価格,1599,1961,1905,1818,1743,1741,1586,1554,1596,1551,1502,1246,1108
大分,数量,65705,8081,7750,8850,11069,10150,6512,2902,2814,411,3116,1767,2283
大分,金額,115163019,15721069,14984614,16234093,19727110,17520843,10755618,4866076,4232697,558131,4996805,2771709,2794254
大分,平均価格,1753,1945,1933,1834,1782,1726,1652,1677,1504,1358,1604,1569,1224
鹿児島,数量,13965,951,1005,539,1143,1264,4023,4661,0,0,0,52,327
鹿児島,金額,25398052,2466485,2544293,1344477,2425070,2512318,6517085,7126376,0,0,0,80640,381308
鹿児島,平均価格,1819,2594,2532,2494,2122,1988,1620,1529,-,-,-,1551,1166
