検索結果／出荷地別取扱実績（ひらめ（国内））,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成24年1月,平成24年2月,平成24年3月,平成24年4月,平成24年5月,平成24年6月,平成24年7月,平成24年8月,平成24年9月,平成24年10月,平成24年11月,平成24年12月
兵庫,金額,1443474,182870,278986,59641,330836,23310,13272,882,46925,0,286599,154403,65750
兵庫,平均価格,3131,2813,4650,2840,2954,3330,1896,882,4693,-,2123,5939,3868
和歌山,数量,29,0,3,0,0,0,0,0,0,26,0,0,0
和歌山,金額,38635,0,4116,0,0,0,0,0,0,34519,0,0,0
和歌山,平均価格,1332,-,1372,-,-,-,-,-,-,1328,-,-,-
鳥取,数量,2038,183,44,92,386,658,14,0,6,4,342,207,102
鳥取,金額,2897283,246949,55033,123086,495882,719429,18346,0,17489,5985,769890,297436,147758
鳥取,平均価格,1422,1349,1251,1338,1285,1093,1310,-,2915,1496,2251,1437,1449
島根,数量,3763,473,62,182,282,125,7,3,0,33,867,1127,602
島根,金額,4761827,398599,104728,203019,318027,154240,7350,3045,0,43359,1408464,1487595,633401
島根,平均価格,1265,843,1689,1115,1128,1234,1050,1015,-,1314,1625,1320,1052
岡山,数量,2,1,1,0,0,0,0,0,0,0,0,0,0
岡山,金額,1491,819,672,0,0,0,0,0,0,0,0,0,0
岡山,平均価格,746,819,672,-,-,-,-,-,-,-,-,-,-
広島,数量,16,0,0,3,2,11,0,0,0,0,0,0,0
広島,金額,20948,0,0,3465,3486,13997,0,0,0,0,0,0,0
広島,平均価格,1309,-,-,1155,1743,1272,-,-,-,-,-,-,-
山口,数量,2556,387,72,0,145,137,1,4,0,529,444,476,361
山口,金額,3429891,436580,83779,0,192926,160836,1733,6048,0,466892,800092,789089,491916
山口,平均価格,1342,1128,1164,-,1331,1174,1733,1512,-,883,1802,1658,1363
徳島,数量,71,2,11,2,11,43,0,0,0,0,0,2,0
徳島,金額,89093,1764,13104,3171,13104,55850,0,0,0,0,0,2100,0
徳島,平均価格,1255,882,1191,1586,1191,1299,-,-,-,-,-,1050,-
香川,数量,1117,21,0,104,113,728,59,3,20,7,18,15,29
香川,金額,1519105,61992,0,58254,181136,1039869,46769,1785,10585,12747,44069,20014,41885
香川,平均価格,1360,2952,-,560,1603,1428,793,595,529,1821,2448,1334,1444
愛媛,数量,28579,4266,3424,4210,4796,3045,1144,1398,1598,573,547,962,2616
愛媛,金額,68477166,8482620,6244750,8173753,7469139,6730471,2934264,2886115,4670012,2046067,2100432,4653376,12086167
愛媛,平均価格,2396,1988,1824,1942,1557,2210,2565,2064,2922,3571,3840,4837,4620
高知,数量,190,10,34,25,35,85,1,0,0,0,0,0,0
高知,金額,265927,17945,60187,36551,44794,105190,1260,0,0,0,0,0,0
高知,平均価格,1400,1795,1770,1462,1280,1238,1260,-,-,-,-,-,-
福岡,数量,7016,459,581,863,690,662,586,632,525,700,734,441,143
福岡,金額,7796979,429295,590758,880568,621537,590415,525945,552962,520538,1033099,1122748,798840,130274
福岡,平均価格,1111,935,1017,1020,901,892,898,875,992,1476,1530,1811,911
佐賀,数量,39,0,3,0,0,8,0,0,0,0,0,23,5
佐賀,金額,49371,0,2268,0,0,6258,0,0,0,0,0,35553,5292
佐賀,平均価格,1266,-,756,-,-,782,-,-,-,-,-,1546,1058
長崎,数量,45582,6815,13393,19042,4579,643,87,57,11,37,133,159,626
長崎,金額,79754485,12133866,23464326,31763209,8684085,1063227,110484,93063,17903,73217,318299,339815,1692991
長崎,平均価格,1750,1780,1752,1668,1897,1654,1270,1633,1628,1979,2393,2137,2704
熊本,数量,19355,2664,10328,5896,111,111,0,0,2,2,44,53,144
熊本,金額,35180323,5085592,18732512,10259309,216332,204626,0,0,5250,5670,106350,138149,426533
熊本,平均価格,1818,1909,1814,1740,1949,1843,-,-,2625,2835,2417,2607,2962
大分,数量,3260,235,418,789,342,191,93,30,12,4,105,325,716
大分,金額,7240703,498827,833300,1636407,659348,301505,132021,42684,23499,9030,245028,895957,1963097
大分,平均価格,2221,2123,1994,2074,1928,1579,1420,1423,1958,2258,2334,2757,2742
宮崎,数量,551,157,104,78,12,7,0,7,0,0,4,12,170
宮崎,金額,1032178,305362,199196,144198,16674,12600,0,5040,0,0,10143,27090,311875
宮崎,平均価格,1873,1945,1915,1849,1390,1800,-,720,-,-,2536,2258,1835
鹿児島,数量,5637,1702,1921,1322,243,50,5,0,0,0,2,68,324
鹿児島,金額,13282558,4058918,4472938,2969116,519616,107521,12968,0,0,0,8400,174135,958946
鹿児島,平均価格,2356,2385,2328,2246,2138,2150,2594,-,-,-,4200,2561,2960
