検索結果／出荷地別取扱実績（ひらめ（国内））,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成25年1月,平成25年2月,平成25年3月,平成25年4月,平成25年5月,平成25年6月,平成25年7月,平成25年8月,平成25年9月,平成25年10月,平成25年11月,平成25年12月
熊本,平均価格,1674,1614,1649,1694,1984,1534,-,-,-,2478,1701,2478,2668
大分,数量,3110,378,596,592,296,466,240,216,152,46,69,20,39
大分,金額,6907576,898152,1345280,1191447,593054,1062815,442332,560536,391928,122271,185068,27973,86720
大分,平均価格,2221,2376,2257,2013,2004,2281,1843,2595,2578,2658,2682,1399,2224
宮崎,数量,742,158,364,37,6,0,0,0,0,0,0,1,176
宮崎,金額,1298011,274824,594885,54769,8695,0,0,0,0,0,0,1575,363263
宮崎,平均価格,1749,1739,1634,1480,1449,-,-,-,-,-,-,1575,2064
鹿児島,数量,3778,1354,1599,425,75,52,21,0,0,0,3,8,241
鹿児島,金額,8373100,2921551,3365201,866578,208061,127399,30492,0,0,0,7875,13283,832660
鹿児島,平均価格,2216,2158,2105,2039,2774,2450,1452,-,-,-,2625,1660,3455
