検索結果／出荷地別取扱実績（ひらめ（国内））
（単位：ｋｇ・円）
出荷地,出荷地,合計,平成23年1月,平成23年2月,平成23年3月,平成23年4月,平成23年5月,平成23年6月,平成23年7月,平成23年8月,平成23年9月,平成23年10月,平成23年11月,平成23年12月,
富山,金額,259826,118967,11760,0,0,23268,0,0,0,1890,46197,57744,0,
富山,平均価格,1547,1293,840,-,-,665,-,-,-,945,4620,3850,-,
石川,数量,208,74,134,0,0,0,0,0,0,0,0,0,0,
石川,金額,389131,140963,248168,0,0,0,0,0,0,0,0,0,0,
石川,平均価格,1871,1905,1852,-,-,-,-,-,-,-,-,-,-,
静岡,数量,376,10,7,42,245,34,0,18,20,0,0,0,0,
静岡,金額,623592,14427,4872,68203,414222,45087,0,27798,48983,0,0,0,0,
静岡,平均価格,1658,1443,696,1624,1691,1326,-,1544,2449,-,-,-,-,
愛知,数量,1263,21,43,48,556,382,52,38,51,5,26,24,17,
愛知,金額,1275159,26460,45046,70742,575741,370423,38116,25569,35354,8978,24760,27510,26460,
愛知,平均価格,1010,1260,1048,1474,1036,970,733,673,693,1796,952,1146,1556,
三重,数量,5296,810,840,697,424,479,251,559,231,336,259,128,282,
三重,金額,7925697,1307501,893102,994569,602869,503660,388233,527817,389122,626962,425511,251494,1014857,
三重,平均価格,1497,1614,1063,1427,1422,1051,1547,944,1685,1866,1643,1965,3599,
京都,数量,151,0,72,30,0,19,25,0,5,0,0,0,0,
京都,金額,118116,0,66592,15750,0,13377,18869,0,3528,0,0,0,0,
京都,平均価格,782,-,925,525,-,704,755,-,706,-,-,-,-,
大阪,数量,413,20,12,14,18,158,141,16,12,11,8,0,3,
大阪,金額,876154,82823,49104,62055,72168,215534,151695,63015,61260,73085,34307,0,11108,
大阪,平均価格,2121,4141,4092,4433,4009,1364,1076,3938,5105,6644,4288,-,3703,
兵庫,数量,392,10,4,53,28,23,197,11,9,11,1,15,30,
兵庫,金額,629308,36834,17640,145725,53771,40310,135199,27972,16727,33737,735,37371,83287,
兵庫,平均価格,1605,3683,4410,2750,1920,1753,686,2543,1859,3067,735,2491,2776,
和歌山,数量,10,6,0,0,0,4,0,0,0,0,0,0,0,
和歌山,金額,14029,8537,0,0,0,5492,0,0,0,0,0,0,0,
和歌山,平均価格,1403,1423,-,-,-,1373,-,-,-,-,-,-,-,
鳥取,数量,491,107,44,17,45,5,30,6,14,26,27,87,83,
鳥取,金額,769518,123689,59954,22922,67158,3749,38128,7069,13066,56870,41970,176272,158671,
鳥取,平均価格,1567,1156,1363,1348,1492,750,1271,1178,933,2187,1554,2026,1912,
島根,数量,6639,1087,255,660,1608,723,30,0,15,335,1060,677,189,
島根,金額,7370885,1073864,290128,694378,1735953,670801,24187,0,14942,421441,1394935,832233,218023,
島根,平均価格,1110,988,1138,1052,1080,928,806,-,996,1258,1316,1229,1154,
岡山,数量,97,0,0,1,17,71,5,0,1,0,0,0,2,
岡山,金額,83804,0,0,420,18512,59054,4809,0,190,0,0,0,819,
岡山,平均価格,864,-,-,420,1089,832,962,-,190,-,-,-,410,
広島,数量,5,0,0,5,0,0,0,0,0,0,0,0,0,
広島,金額,5009,0,0,5009,0,0,0,0,0,0,0,0,0,
広島,平均価格,1002,-,-,1002,-,-,-,-,-,-,-,-,-,
山口,数量,2372,616,30,38,237,389,125,151,14,132,69,443,128,
山口,金額,2866564,624003,46736,48699,244482,441773,125897,169098,24496,251086,107506,645521,137267,
山口,平均価格,1209,1013,1558,1282,1032,1136,1007,1120,1750,1902,1558,1457,1072,
徳島,数量,253,29,159,19,26,15,3,0,0,2,0,0,0,
徳島,金額,362006,45602,247984,25883,26072,13073,2132,0,0,1260,0,0,0,
徳島,平均価格,1431,1572,1560,1362,1003,872,711,-,-,630,-,-,-,
香川,数量,397,4,2,38,79,99,70,83,15,0,0,6,1,
香川,金額,675509,4095,1680,112949,130126,221844,153249,28445,16968,0,0,4977,1176,
香川,平均価格,1702,1024,840,2972,1647,2241,2189,343,1131,-,-,830,1176,
愛媛,数量,35584,3488,3272,2827,3011,1616,1402,1095,1557,2324,3073,3231,8688,
愛媛,金額,70173037,6288679,5808374,5078283,5688859,3570295,2813205,2654557,3536220,4800559,5772677,6031510,18129819,
愛媛,平均価格,1972,1803,1775,1796,1889,2209,2007,2424,2271,2066,1879,1867,2087,
高知,数量,427,18,50,117,191,42,9,0,0,0,0,0,0,
高知,金額,722540,38231,82647,229365,294250,66135,11912,0,0,0,0,0,0,
高知,平均価格,1692,2124,1653,1960,1541,1575,1324,-,-,-,-,-,-,
福岡,数量,6120,97,493,902,804,493,474,486,470,510,539,490,362,
福岡,金額,6197741,129751,596409,1151880,906827,439312,405286,402149,400050,493246,492345,465171,315315,
福岡,平均価格,1013,1338,1210,1277,1128,891,855,827,851,967,913,949,871,
佐賀,数量,37,28,0,0,0,3,0,6,0,0,0,0,0,
佐賀,金額,30839,23856,0,0,0,4095,0,2888,0,0,0,0,0,
佐賀,平均価格,833,852,-,-,-,1365,-,481,-,-,-,-,-,
長崎,数量,32908,2960,9523,13012,5928,550,121,22,8,10,159,197,418,
長崎,金額,56813625,5298333,16024200,22655763,9967130,919486,150562,20874,9083,25736,408549,477834,856075,
長崎,平均価格,1726,1790,1683,1741,1681,1672,1244,949,1135,2574,2569,2426,2048,
熊本,数量,19823,1236,9942,6473,1489,15,0,167,0,1,27,128,345,
熊本,金額,34973569,2462458,16395324,12172236,2720307,24602,0,222716,0,3150,64315,266096,642365,
熊本,平均価格,1764,1992,1649,1880,1827,1640,-,1334,-,3150,2382,2079,1862,
大分,数量,1524,63,194,463,499,98,73,30,51,5,19,11,18,
大分,金額,2707047,116161,371696,830948,886086,178398,91530,49046,88354,12380,30440,24676,27332,
大分,平均価格,1776,1844,1916,1795,1776,1820,1254,1635,1732,2476,1602,2243,1518,
宮崎,数量,396,216,126,28,5,0,0,0,0,0,2,6,13,
宮崎,金額,758552,435840,214467,57708,9345,0,0,0,0,0,4463,12327,24402,
宮崎,平均価格,1916,2018,1702,2061,1869,-,-,-,-,-,2232,2055,1877,
鹿児島,数量,4913,1341,2059,675,340,111,19,7,0,4,11,58,288,
鹿児島,金額,11853118,3433830,4572915,1606116,732216,246443,41298,12285,0,12075,34966,180523,980451,
鹿児島,平均価格,2413,2561,2221,2379,2154,2220,2174,1755,-,3019,3179,3112,3404,
