検索結果／出荷地別取扱実績（ひらめ（国内））,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成18年1月,平成18年2月,平成18年3月,平成18年4月,平成18年5月,平成18年6月,平成18年7月,平成18年8月,平成18年9月,平成18年10月,平成18年11月,平成18年12月
埼玉,金額,4489678,545234,294142,1032445,581995,0,0,17010,0,0,40321,621706,1356825
埼玉,平均価格,2305,3760,1827,1844,1807,-,-,1890,-,-,2372,1436,4508
千葉,数量,61713,4209,5154,5362,6581,9796,6156,3700,3614,2673,3754,4872,5842
千葉,金額,132251229,7890597,9916459,10909636,15212895,20377941,9803956,6966122,8190430,7620709,9144444,9072325,17145715
千葉,平均価格,2143,1875,1924,2035,2312,2080,1593,1883,2266,2851,2436,1862,2935
東京,数量,146773,11803,12329,15735,14229,12428,9975,10559,9598,10347,11902,12646,15222
東京,金額,307492363,21875722,22745464,27970463,25779603,25087718,19628756,21469031,23875157,25582509,26932757,28846367,37698816
東京,平均価格,2095,1853,1845,1778,1812,2019,1968,2033,2488,2472,2263,2281,2477
神奈川,数量,1725,157,141,268,552,34,15,1,25,59,43,340,90
神奈川,金額,3309637,424817,233370,488729,1232978,38315,17609,1470,54233,90469,45928,425241,256478
神奈川,平均価格,1919,2706,1655,1824,2234,1127,1174,1470,2169,1533,1068,1251,2850
新潟,数量,3410,58,56,21,171,1203,1107,102,104,0,231,175,182
新潟,金額,3098374,67080,47231,20265,201479,1364142,938643,73684,52191,0,113109,107620,112930
新潟,平均価格,909,1157,843,965,1178,1134,848,722,502,-,490,615,620
富山,数量,1322,954,5,0,0,266,97,0,0,0,0,0,0
富山,金額,1521527,977038,6248,0,0,409759,128482,0,0,0,0,0,0
富山,平均価格,1151,1024,1250,-,-,1540,1325,-,-,-,-,-,-
福井,数量,34,0,0,0,0,34,0,0,0,0,0,0,0
福井,金額,49088,0,0,0,0,49088,0,0,0,0,0,0,0
福井,平均価格,1444,-,-,-,-,1444,-,-,-,-,-,-,-
静岡,数量,1335,28,51,231,434,244,121,11,10,40,5,54,106
静岡,金額,2763961,119827,249060,574949,880563,448393,134606,50169,21000,79527,5355,73000,127512
静岡,平均価格,2070,4280,4884,2489,2029,1838,1112,4561,2100,1988,1071,1352,1203
愛知,数量,313,2,12,26,65,19,86,0,0,33,19,3,48
愛知,金額,380781,5460,2100,12096,37895,10028,43462,0,0,133277,28372,8820,99271
愛知,平均価格,1217,2730,175,465,583,528,505,-,-,4039,1493,2940,2068
三重,数量,2147,248,507,348,54,309,123,71,14,129,76,35,233
三重,金額,3755627,521424,1161957,525558,86249,292304,185974,70350,39543,275862,158522,54087,383797
三重,平均価格,1749,2103,2292,1510,1597,946,1512,991,2825,2138,2086,1545,1647
京都,数量,37,0,0,0,27,10,0,0,0,0,0,0,0
京都,金額,43271,0,0,0,33695,9576,0,0,0,0,0,0,0
京都,平均価格,1169,-,-,-,1248,958,-,-,-,-,-,-,-
大阪,数量,53,0,0,0,2,2,4,34,0,0,0,11,0
大阪,金額,70015,0,0,0,2321,2646,5586,42798,0,0,0,16664,0
大阪,平均価格,1321,-,-,-,1161,1323,1397,1259,-,-,-,1515,-
兵庫,数量,1508,1022,10,66,108,88,69,9,7,13,11,57,48
兵庫,金額,4275361,1817867,52448,492410,521032,219390,184130,43334,37758,82530,63978,386776,373708
兵庫,平均価格,2835,1779,5245,7461,4824,2493,2669,4815,5394,6348,5816,6786,7786
和歌山,数量,30,6,13,0,3,0,0,0,0,5,0,3,0
和歌山,金額,47083,17273,16748,0,5775,0,0,0,0,5250,0,2037,0
和歌山,平均価格,1569,2879,1288,-,1925,-,-,-,-,1050,-,679,-
鳥取,数量,2299,62,25,453,38,260,923,0,0,16,62,296,164
鳥取,金額,3217927,124877,42117,584873,73826,357661,832306,0,0,38481,147169,674840,341777
鳥取,平均価格,1400,2014,1685,1291,1943,1376,902,-,-,2405,2374,2280,2084
島根,数量,8448,1325,365,276,1584,1404,1,0,0,30,144,652,2667
島根,金額,12432491,1725796,613830,374408,2112800,1702946,683,0,0,64764,175408,1252653,4409203
島根,平均価格,1472,1302,1682,1357,1334,1213,683,-,-,2159,1218,1921,1653
岡山,数量,11,0,0,0,4,7,0,0,0,0,0,0,0
岡山,金額,21105,0,0,0,5775,15330,0,0,0,0,0,0,0
岡山,平均価格,1919,-,-,-,1444,2190,-,-,-,-,-,-,-
山口,数量,20087,2475,1542,899,2438,2147,171,68,131,301,1938,3567,4410
山口,金額,35231496,3295092,2247495,1386201,3398537,2785475,263964,103879,203071,708128,4695810,7882241,8261603
山口,平均価格,1754,1331,1458,1542,1394,1297,1544,1528,1550,2353,2423,2210,1873
徳島,数量,121,43,37,15,7,2,14,0,0,0,0,3,0
徳島,金額,211452,76714,63506,27405,13020,2520,21357,0,0,0,0,6930,0
徳島,平均価格,1748,1784,1716,1827,1860,1260,1526,-,-,-,-,2310,-
香川,数量,1220,128,99,74,214,577,52,2,15,7,0,3,49
香川,金額,2701929,374832,352331,233869,475389,989216,68650,3024,22271,13756,0,4883,163708
香川,平均価格,2215,2928,3559,3160,2221,1714,1320,1512,1485,1965,-,1628,3341
愛媛,数量,17807,2359,1550,2076,2346,1924,1315,981,1404,907,491,470,1984
愛媛,金額,47482818,6482549,3180214,4289909,4877173,4136354,2852264,2287727,3447208,2703553,1385359,1330110,10510398
愛媛,平均価格,2667,2748,2052,2066,2079,2150,2169,2332,2455,2981,2822,2830,5298
高知,数量,1447,214,524,449,153,73,9,0,2,0,0,5,18
高知,金額,3054461,466863,1064363,1010642,316431,128153,7728,0,3969,0,0,10500,45812
高知,平均価格,2111,2182,2031,2251,2068,1756,859,-,1985,-,-,2100,2545
福岡,数量,3395,190,422,946,752,307,24,0,211,137,269,46,91
福岡,金額,6227659,412715,764332,1519540,1171300,461269,26292,0,405012,355720,698799,111329,301351
福岡,平均価格,1834,2172,1811,1606,1558,1503,1096,-,1919,2596,2598,2420,3312
佐賀,数量,2864,52,82,41,40,211,303,305,319,327,285,217,682
佐賀,金額,14882626,132808,148410,124993,118776,1046817,1516165,1597154,1773573,1819140,1588886,1204973,3810931
佐賀,平均価格,5196,2554,1810,3049,2969,4961,5004,5237,5560,5563,5575,5553,5588
長崎,数量,55696,5931,15552,21651,10439,417,125,5,34,61,65,486,930
長崎,金額,110887822,12874314,30398126,41503095,20625107,886808,159371,7602,45561,135421,129740,1390904,2731773
長崎,平均価格,1991,2171,1955,1917,1976,2127,1275,1520,1340,2220,1996,2862,2937
熊本,数量,12309,2432,6071,3255,202,0,0,0,0,0,0,62,287
熊本,金額,26609892,5505523,12550867,7000453,411296,0,0,0,0,0,0,190618,951135
熊本,平均価格,2162,2264,2067,2151,2036,-,-,-,-,-,-,3074,3314
大分,数量,12754,1060,1120,1618,1567,2371,774,249,375,440,861,1005,1314
大分,金額,23275935,2019574,1962389,2799055,2677541,2951864,1293472,501314,883019,1032396,1793083,2287365,3074863
大分,平均価格,1825,1905,1752,1730,1709,1245,1671,2013,2355,2346,2083,2276,2340
宮崎,数量,1090,556,166,186,46,20,14,0,0,0,28,29,45
宮崎,金額,2700081,1480533,352899,399613,103196,36741,12600,0,0,0,105023,110324,99152
宮崎,平均価格,2477,2663,2126,2148,2243,1837,900,-,-,-,3751,3804,2203
鹿児島,数量,7534,3320,1679,991,306,123,22,9,14,22,37,187,824
鹿児島,金額,21428768,9080258,4327862,2722533,913944,395624,37559,18323,34839,58317,144398,737032,2958079
鹿児島,平均価格,2844,2735,2578,2747,2987,3216,1707,2036,2489,2651,3903,3941,3590
