検索結果／出荷地別取扱実績（ひらめ（国内））,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成28年1月,平成28年2月,平成28年3月,平成28年4月,平成28年5月,平成28年6月,平成28年7月,平成28年8月,平成28年9月,平成28年10月,平成28年11月,平成28年12月
福岡,金額,2003111,484932,273555,470318,234738,116424,133056,116424,99792,49896,23976,0,0
福岡,平均価格,1770,1672,1528,1537,1765,2328,2376,2376,2376,2376,3996,-,-
長崎,数量,26204,3324,9178,8333,4214,659,23,14,7,5,21,83,343
長崎,金額,50200741,7454211,17314749,15561929,7414133,1222923,25326,15704,10963,7474,50987,197284,925058
長崎,平均価格,1916,2243,1887,1868,1759,1856,1101,1122,1566,1495,2428,2377,2697
熊本,数量,13471,1276,8186,3806,110,7,0,0,0,0,0,49,37
熊本,金額,24709415,2695097,14833028,6833972,167206,3737,0,0,0,0,0,105721,70654
熊本,平均価格,1834,2112,1812,1796,1520,534,-,-,-,-,-,2158,1910
大分,数量,417,34,87,26,67,32,31,11,28,0,0,4,97
大分,金額,1013392,63018,166741,56948,91876,33403,31676,14925,77315,0,0,5616,471874
大分,平均価格,2430,1853,1917,2190,1371,1044,1022,1357,2761,-,-,1404,4865
宮崎,数量,148,113,9,14,0,6,0,0,0,0,3,0,3
宮崎,金額,310240,253433,11685,27950,0,8586,0,0,0,0,5346,0,3240
宮崎,平均価格,2096,2243,1298,1996,-,1431,-,-,-,-,1782,-,1080
鹿児島,数量,1738,524,642,287,118,22,8,0,7,0,0,39,91
鹿児島,金額,4313637,1480606,1369447,688134,285607,63406,15563,0,4633,0,0,123466,282775
鹿児島,平均価格,2482,2826,2133,2398,2420,2882,1945,-,662,-,-,3166,3107
