検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成19年1月,平成19年2月,平成19年3月,平成19年4月,平成19年5月,平成19年6月,平成19年7月,平成19年8月,平成19年9月,平成19年10月,平成19年11月,平成19年12月
埼玉,金額,4272914,10920,0,0,40530,0,0,0,0,0,321765,3488768,410931
埼玉,平均価格,3133,2184,-,-,2133,-,-,-,-,-,3387,3163,2894
千葉,数量,94816,10738,14190,15042,12750,8899,4802,6772,8252,2629,3727,2685,4330
千葉,金額,255280627,30022662,47680440,47096264,32128484,19284893,9254422,13550037,11218371,8385124,11859941,8565707,16234282
千葉,平均価格,2692,2796,3360,3131,2520,2167,1927,2001,1359,3189,3182,3190,3749
東京,数量,421630,35930,34153,29722,34170,25406,15260,23181,37258,40943,41470,44686,59451
東京,金額,875931530,75854034,71153704,62322470,69304422,54877572,32061004,48809531,78222889,84974011,85510234,92176790,120664869
東京,平均価格,2077,2111,2083,2097,2028,2160,2101,2106,2099,2075,2062,2063,2030
神奈川,数量,6065,750,931,1537,542,94,64,102,101,187,496,610,651
神奈川,金額,21367830,2557651,3870977,5552431,1378528,162470,84736,161397,249967,738773,1659105,2588512,2363283
神奈川,平均価格,3523,3410,4158,3613,2543,1728,1324,1582,2475,3951,3345,4243,3630
新潟,数量,7088,122,165,79,818,3508,1724,32,5,2,93,182,358
新潟,金額,12915560,291724,539048,275101,2200900,5725153,2149197,49015,9555,3728,257874,444376,969889
新潟,平均価格,1822,2391,3267,3482,2691,1632,1247,1532,1911,1864,2773,2442,2709
富山,数量,419,216,71,28,50,0,0,0,0,0,0,4,50
富山,金額,1309352,620540,258006,139629,182711,0,0,0,0,0,0,10994,97472
富山,平均価格,3125,2873,3634,4987,3654,-,-,-,-,-,-,2749,1949
石川,数量,517,34,9,127,167,29,33,1,15,0,25,49,28
石川,金額,1626649,90888,47628,554422,376184,45449,46977,1260,15771,0,105043,230959,112068
石川,平均価格,3146,2673,5292,4366,2253,1567,1424,1260,1051,-,4202,4713,4002
福井,数量,91,0,0,14,71,6,0,0,0,0,0,0,0
福井,金額,212690,0,0,46715,155706,10269,0,0,0,0,0,0,0
福井,平均価格,2337,-,-,3337,2193,1712,-,-,-,-,-,-,-
静岡,数量,2843,134,352,1217,161,332,103,5,0,0,9,130,400
静岡,金額,9724287,485251,1324023,4739778,484809,520419,129057,4452,0,0,45056,534799,1456643
静岡,平均価格,3420,3621,3761,3895,3011,1568,1253,890,-,-,5006,4114,3642
愛知,数量,122348,10641,8335,10243,6768,7410,7712,6958,7773,12037,13900,14491,16080
愛知,金額,256649151,22867408,17948971,21681322,14355422,15707371,15345287,14438281,16838846,25706748,28514671,29884909,33359915
愛知,平均価格,2098,2149,2153,2117,2121,2120,1990,2075,2166,2136,2051,2062,2075
三重,数量,13913,1402,3459,3076,1599,605,344,346,590,675,956,360,501
三重,金額,41043946,3982316,11365389,10553643,4620948,1449656,799625,806162,1379646,1578179,2239939,946234,1322209
三重,平均価格,2950,2840,3286,3431,2890,2396,2324,2330,2338,2338,2343,2628,2639
京都,数量,33,0,0,0,15,16,2,0,0,0,0,0,0
京都,金額,58900,0,0,0,28454,28199,2247,0,0,0,0,0,0
京都,平均価格,1785,-,-,-,1897,1762,1124,-,-,-,-,-,-
大阪,数量,375,49,13,56,84,65,13,5,12,8,13,40,17
大阪,金額,853612,134043,38220,132764,149950,122915,30765,16380,33579,25116,34671,87707,47502
大阪,平均価格,2276,2736,2940,2371,1785,1891,2367,3276,2798,3140,2667,2193,2794
兵庫,数量,1663,493,314,121,195,149,10,2,0,8,10,97,264
兵庫,金額,6804883,1953382,1445695,480313,655495,299944,17756,3213,0,39995,28960,557982,1322148
兵庫,平均価格,4092,3962,4604,3970,3362,2013,1776,1607,-,4999,2896,5752,5008
和歌山,数量,2974,571,662,696,122,52,24,0,92,0,108,334,313
和歌山,金額,6928340,1254341,1582996,1636869,286240,117537,56585,0,186249,0,268464,811787,727272
和歌山,平均価格,2330,2197,2391,2352,2346,2260,2358,-,2024,-,2486,2431,2324
島根,数量,3788,263,183,1426,619,116,2,0,0,517,453,161,48
島根,金額,11230140,849292,597636,3762068,1477086,207011,2394,0,0,1902180,1770978,525540,135955
島根,平均価格,2965,3229,3266,2638,2386,1785,1197,-,-,3679,3909,3264,2832
岡山,数量,32,0,0,0,32,0,0,0,0,0,0,0,0
岡山,金額,76471,0,0,0,76471,0,0,0,0,0,0,0,0
岡山,平均価格,2390,-,-,-,2390,-,-,-,-,-,-,-,-
山口,数量,54,0,39,15,0,0,0,0,0,0,0,0,0
山口,金額,111563,0,56700,54863,0,0,0,0,0,0,0,0,0
山口,平均価格,2066,-,1454,3658,-,-,-,-,-,-,-,-,-
徳島,数量,73,1,0,0,51,15,5,1,0,0,0,0,0
徳島,金額,32374,2415,0,0,22063,2394,4032,1470,0,0,0,0,0
徳島,平均価格,443,2415,-,-,433,160,806,1470,-,-,-,-,-
香川,数量,1542,39,135,135,211,106,165,53,262,3,40,57,336
香川,金額,3235880,87192,299023,279962,446233,222381,350642,102334,549662,6930,86091,111248,694182
香川,平均価格,2098,2236,2215,2074,2115,2098,2125,1931,2098,2310,2152,1952,2066
愛媛,数量,16439,2704,2482,2729,1417,830,589,483,609,371,454,1145,2626
愛媛,金額,35111291,5918376,5246858,5799023,2955253,1855259,1298389,1096306,1312788,838458,1021181,2382000,5387400
愛媛,平均価格,2136,2189,2114,2125,2086,2235,2204,2270,2156,2260,2249,2080,2052
高知,数量,62,0,47,15,0,0,0,0,0,0,0,0,0
高知,金額,159537,0,123375,36162,0,0,0,0,0,0,0,0,0
高知,平均価格,2573,-,2625,2411,-,-,-,-,-,-,-,-,-
福岡,数量,2932,1,701,1776,183,78,9,0,0,89,90,5,0
福岡,金額,7574541,4095,1919602,4763944,349812,142622,17766,0,0,159485,207765,9450,0
福岡,平均価格,2583,4095,2738,2682,1912,1828,1974,-,-,1792,2309,1890,-
佐賀,数量,9,0,0,0,0,0,0,0,0,9,0,0,0
佐賀,金額,32519,0,0,0,0,0,0,0,0,32519,0,0,0
佐賀,平均価格,3613,-,-,-,-,-,-,-,-,3613,-,-,-
長崎,数量,21978,3153,7931,6604,3425,249,26,41,0,0,31,261,257
長崎,金額,64005414,8536166,22730402,21407195,8491476,634446,56995,74015,0,0,112121,1012832,949766
長崎,平均価格,2912,2707,2866,3242,2479,2548,2192,1805,-,-,3617,3881,3696
熊本,数量,155228,9089,9627,11922,11378,12209,9314,9927,14076,15208,14894,15040,22544
熊本,金額,310127995,18734133,19836800,23997485,22494320,24398246,18069083,19534562,28200691,30664982,29605385,30031560,44560748
熊本,平均価格,1998,2061,2061,2013,1977,1998,1940,1968,2003,2016,1988,1997,1977
大分,数量,79098,13469,10638,16576,6639,9310,6931,4233,3256,808,1439,778,5021
大分,金額,159032722,27957158,21865754,33176523,13491247,18761104,13261619,7957903,6482586,1659867,3120944,1521597,9776420
大分,平均価格,2011,2076,2055,2001,2032,2015,1913,1880,1991,2054,2169,1956,1947
鹿児島,数量,7151,965,1468,1060,1106,1181,513,21,0,0,0,158,679
鹿児島,金額,17560623,2561478,3647043,2612107,2636856,2737718,1104579,44730,0,0,0,420517,1795595
鹿児島,平均価格,2456,2654,2484,2464,2384,2318,2153,2130,-,-,-,2662,2644
