検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成15年1月,平成15年2月,平成15年3月,平成15年4月,平成15年5月,平成15年6月,平成15年7月,平成15年8月,平成15年9月,平成15年10月,平成15年11月,平成15年12月
富山,金額,2711174,0,0,0,0,0,0,0,0,0,0,39701,2671473
富山,平均価格,3372,-,-,-,-,-,-,-,-,-,-,4963,3356
石川,数量,110,0,0,0,0,4,0,0,0,0,8,2,96
石川,金額,479662,0,0,0,0,6458,0,0,0,0,18333,9177,445694
石川,平均価格,4361,-,-,-,-,1615,-,-,-,-,2292,4589,4643
福井,数量,10,0,10,0,0,0,0,0,0,0,0,0,0
福井,金額,36729,0,36729,0,0,0,0,0,0,0,0,0,0
福井,平均価格,3673,-,3673,-,-,-,-,-,-,-,-,-,-
静岡,数量,864,204,39,258,34,47,0,0,0,3,12,60,207
静岡,金額,3589991,829527,202777,955968,61017,69733,0,0,0,11435,62911,300176,1096447
静岡,平均価格,4155,4066,5199,3705,1795,1484,-,-,-,3812,5243,5003,5297
愛知,数量,248947,27016,19846,20765,18379,15751,16397,19861,21313,22048,19477,19878,28216
愛知,金額,466480942,48374021,35252979,35825207,29898225,26304944,27279437,34179077,36525260,42733535,46795934,44220466,59091857
愛知,平均価格,1874,1791,1776,1725,1627,1670,1664,1721,1714,1938,2403,2225,2094
三重,数量,38108,3306,3663,4415,3241,3545,2304,2384,3074,3129,2719,2770,3558
三重,金額,86041776,8636120,9174414,11316691,7574631,6798592,4609879,4539205,5853483,6554451,6565192,6318726,8100392
三重,平均価格,2258,2612,2505,2563,2337,1918,2001,1904,1904,2095,2415,2281,2277
京都,数量,19440,674,498,1962,5120,3745,15,0,0,0,876,716,5834
京都,金額,45876956,1672434,1072671,4464843,11658671,5818037,19447,0,0,0,1464088,1200867,18505898
京都,平均価格,2360,2481,2154,2276,2277,1554,1296,-,-,-,1671,1677,3172
大阪,数量,4296,351,300,375,243,231,214,315,527,332,349,445,614
大阪,金額,8842715,676294,575064,699922,449693,421008,405695,584368,928084,614816,873320,1063342,1551109
大阪,平均価格,2058,1927,1917,1866,1851,1823,1896,1855,1761,1852,2502,2390,2526
兵庫,数量,2090,319,184,132,19,0,0,25,9,21,15,281,1085
兵庫,金額,4359837,520035,288574,250374,37431,0,0,50558,11340,58265,67977,623990,2451293
兵庫,平均価格,2086,1630,1568,1897,1970,-,-,2022,1260,2775,4532,2221,2259
和歌山,数量,6,0,0,0,0,0,0,0,0,0,0,0,6
和歌山,金額,23835,0,0,0,0,0,0,0,0,0,0,0,23835
和歌山,平均価格,3973,-,-,-,-,-,-,-,-,-,-,-,3973
鳥取,数量,620,0,0,0,133,487,0,0,0,0,0,0,0
鳥取,金額,612660,0,0,0,272381,340279,0,0,0,0,0,0,0
鳥取,平均価格,988,-,-,-,2048,699,-,-,-,-,-,-,-
島根,数量,1136,0,0,0,86,26,6,1,5,15,273,229,495
島根,金額,4492828,0,0,0,234801,43176,8453,1313,9765,56795,1028342,941337,2168846
島根,平均価格,3955,-,-,-,2730,1661,1409,1313,1953,3786,3767,4111,4382
香川,数量,3180,4,0,0,73,0,229,536,431,610,398,251,648
香川,金額,6703268,6930,0,0,124995,0,422533,964705,776033,1246423,1070356,622475,1468818
香川,平均価格,2108,1733,-,-,1712,-,1845,1800,1801,2043,2689,2480,2267
愛媛,数量,3474,194,274,116,187,55,48,139,27,459,481,548,946
愛媛,金額,7189402,412604,516241,277743,331341,83843,98492,231684,46841,888981,1113039,1354584,1834009
愛媛,平均価格,2069,2127,1884,2394,1772,1524,2052,1667,1735,1937,2314,2472,1939
福岡,数量,16156,1050,2823,3778,4358,284,203,338,316,404,707,919,976
福岡,金額,39136957,2437286,7751269,9779097,7991113,525983,371448,551421,586605,760421,1909236,2846784,3626294
福岡,平均価格,2422,2321,2746,2588,1834,1852,1830,1631,1856,1882,2700,3098,3715
長崎,数量,4831,1664,1295,860,280,27,0,0,22,0,51,164,468
長崎,金額,17401007,5965310,4183879,2957475,960186,78573,0,0,82646,0,224029,713731,2235178
長崎,平均価格,3602,3585,3231,3439,3429,2910,-,-,3757,-,4393,4352,4776
熊本,数量,124521,11434,11913,12493,11750,11095,8626,8721,9696,8750,7370,8988,13685
熊本,金額,216606061,19533770,19883609,20134790,17646910,16420566,13325340,13915015,15769625,16794281,16749227,19011526,27421402
熊本,平均価格,1740,1708,1669,1612,1502,1480,1545,1596,1626,1919,2273,2115,2004
大分,数量,179096,13518,15559,18961,17260,13703,8207,11658,11622,11557,14862,18293,23896
大分,金額,314731584,22220258,24734801,30009874,26568765,21065463,13026564,19120766,19426129,21509631,33658645,38321573,45069115
大分,平均価格,1757,1644,1590,1583,1539,1537,1587,1640,1671,1861,2265,2095,1886
宮崎,数量,133,71,23,0,0,0,0,0,0,0,0,0,39
宮崎,金額,635003,340613,95278,0,0,0,0,0,0,0,0,0,199112
宮崎,平均価格,4774,4797,4143,-,-,-,-,-,-,-,-,-,5105
鹿児島,数量,13711,969,2597,1782,1872,2050,1125,366,0,0,0,51,2899
鹿児島,金額,29553593,2324829,5723348,3832163,3729461,3906492,2261157,743447,0,0,0,134810,6897886
鹿児島,平均価格,2155,2399,2204,2150,1992,1906,2010,2031,-,-,-,2643,2379
沖繩,数量,14168,1749,1895,1956,1762,1265,478,681,1030,879,627,674,1172
沖繩,金額,24155467,2918419,3088380,3128772,2788062,1989826,778902,1125214,1714445,1509230,1302579,1381975,2429663
沖繩,平均価格,1705,1669,1630,1600,1582,1573,1630,1652,1665,1717,2077,2050,2073
