検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成24年1月,平成24年2月,平成24年3月,平成24年4月,平成24年5月,平成24年6月,平成24年7月,平成24年8月,平成24年9月,平成24年10月,平成24年11月,平成24年12月
長崎,平均価格,2973,2762,3010,3536,2027,1481,1140,1995,1811,-,4294,3274,2852
熊本,数量,90250,8865,8612,8367,6681,6433,6058,6970,8326,5791,5630,7080,11437
熊本,金額,123466144,11433342,10992336,10828955,8872899,8652463,7899749,9123917,11168611,8666103,9310820,10384428,16132521
熊本,平均価格,1368,1290,1276,1294,1328,1345,1304,1309,1341,1496,1654,1467,1411
大分,数量,1356,124,372,177,22,0,0,0,0,0,9,4,648
大分,金額,2663550,372214,795271,339721,56753,0,0,0,0,0,39576,16223,1043792
大分,平均価格,1964,3002,2138,1919,2580,-,-,-,-,-,4397,4056,1611
宮崎,数量,6,0,0,0,0,0,0,0,0,0,0,0,6
宮崎,金額,2993,0,0,0,0,0,0,0,0,0,0,0,2993
宮崎,平均価格,499,-,-,-,-,-,-,-,-,-,-,-,499
