検索結果／出荷地別取扱実績（ひらめ（国内））,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成29年1月,平成29年2月,平成29年3月,平成29年4月,平成29年5月,平成29年6月,平成29年7月,平成29年8月,平成29年9月,平成29年10月,平成29年11月,平成29年12月
千葉,金額,126666957,10609398,12379836,27994637,37364963,13527210,2173168,5200917,5222483,2176793,1139844,2564434,6313274
千葉,平均価格,1563,1986,1980,1584,1458,1246,981,1232,2077,2046,1738,1999,1890
東京,数量,60787,5175,4003,3754,4300,6174,4799,5188,4028,4155,6455,4410,8346
東京,金額,116301671,10948110,7777793,7675176,7860352,9226213,7493685,8570939,8831353,8183327,11316417,8528921,19889385
東京,平均価格,1913,2116,1943,2045,1828,1494,1562,1652,2192,1970,1753,1934,2383
神奈川,数量,3648,406,482,1735,377,95,158,114,112,70,0,15,84
神奈川,金額,6598871,892867,1025693,2646114,589447,197255,232887,185625,331698,145039,0,26503,325743
神奈川,平均価格,1809,2199,2128,1525,1564,2076,1474,1628,2962,2072,-,1767,3878
新潟,数量,991,14,0,26,151,543,77,16,1,159,4,0,0
新潟,金額,829603,14256,0,33960,136943,399132,47802,9732,1544,182173,4061,0,0
新潟,平均価格,837,1018,-,1306,907,735,621,608,1544,1146,1015,-,-
富山,数量,179,0,0,0,0,165,0,0,0,0,14,0,0
富山,金額,106520,0,0,0,0,97124,0,0,0,0,9396,0,0
富山,平均価格,595,-,-,-,-,589,-,-,-,-,671,-,-
石川,数量,97,0,0,0,15,45,13,3,8,0,7,6,0
石川,金額,47287,0,0,0,6301,19850,8035,1350,3964,0,3510,4277,0
石川,平均価格,487,-,-,-,420,441,618,450,496,-,501,713,-
静岡,数量,191,0,0,8,85,55,24,0,13,6,0,0,0
静岡,金額,352386,0,0,13461,147188,97999,55274,0,30742,7722,0,0,0
静岡,平均価格,1845,-,-,1683,1732,1782,2303,-,2365,1287,-,-,-
愛知,数量,1022,427,139,34,140,139,27,3,94,0,3,16,0
愛知,金額,1765119,925421,342111,63990,211149,111230,20562,2117,72652,0,3629,12258,0
愛知,平均価格,1727,2167,2461,1882,1508,800,762,706,773,-,1210,766,-
三重,数量,2204,529,283,373,312,285,32,67,32,41,71,66,113
三重,金額,4122918,932658,465402,550204,399270,1139527,24818,54670,35627,56991,80451,109008,274292
三重,平均価格,1871,1763,1645,1475,1280,3998,776,816,1113,1390,1133,1652,2427
京都,数量,15,0,0,0,0,0,0,0,0,6,0,0,9
京都,金額,19548,0,0,0,0,0,0,0,0,12269,0,0,7279
京都,平均価格,1303,-,-,-,-,-,-,-,-,2045,-,-,809
大阪,数量,6,0,0,0,0,0,0,0,0,0,5,1,0
大阪,金額,5508,0,0,0,0,0,0,0,0,0,4860,648,0
大阪,平均価格,918,-,-,-,-,-,-,-,-,-,972,648,-
兵庫,数量,634,76,24,81,28,11,36,12,13,3,63,143,144
兵庫,金額,2673404,310954,140388,417776,77533,50171,141560,24607,32292,8024,254685,600159,615255
兵庫,平均価格,4217,4092,5850,5158,2769,4561,3932,2051,2484,2675,4043,4197,4273
和歌山,数量,589,49,43,47,49,64,47,45,53,41,53,51,47
和歌山,金額,1116395,89941,88091,90122,94925,111919,95479,85139,92343,81811,105638,93818,87169
和歌山,平均価格,1895,1836,2049,1917,1937,1749,2031,1892,1742,1995,1993,1840,1855
鳥取,数量,1180,0,1022,101,0,6,51,0,0,0,0,0,0
鳥取,金額,1065263,0,932742,88846,0,4763,38912,0,0,0,0,0,0
鳥取,平均価格,903,-,913,880,-,794,763,-,-,-,-,-,-
島根,数量,696,144,48,12,100,54,0,0,0,28,104,58,148
島根,金額,645399,149321,55858,13403,62629,39593,0,0,0,35597,102071,37055,149872
島根,平均価格,927,1037,1164,1117,626,733,-,-,-,1271,981,639,1013
山口,数量,1051,404,336,242,0,23,9,14,0,0,0,1,22
山口,金額,1793165,863622,518020,329498,0,33080,6480,9266,0,0,0,756,32443
山口,平均価格,1706,2138,1542,1362,-,1438,720,662,-,-,-,756,1475
徳島,数量,90,13,50,10,6,0,0,0,0,0,0,0,11
徳島,金額,170240,31914,94100,21600,6156,0,0,0,0,0,0,0,16470
徳島,平均価格,1892,2455,1882,2160,1026,-,-,-,-,-,-,-,1497
香川,数量,393,5,14,14,23,83,4,32,78,62,11,26,41
香川,金額,269979,1750,7031,15455,7494,100582,4082,26870,41828,33102,8554,11783,11448
香川,平均価格,687,350,502,1104,326,1212,1021,840,536,534,778,453,279
愛媛,数量,7050,715,476,625,497,590,428,497,554,513,461,558,1136
愛媛,金額,33181509,3324940,2437033,2894665,2454580,2810907,2190429,2377265,2748493,2400103,2162590,2245133,5135371
愛媛,平均価格,4707,4650,5120,4631,4939,4764,5118,4783,4961,4679,4691,4024,4521
高知,数量,183,20,23,6,31,3,8,2,0,90,0,0,0
高知,金額,202317,31925,37563,10368,46623,3208,7830,1620,0,63180,0,0,0
高知,平均価格,1106,1596,1633,1728,1504,1069,979,810,-,702,-,-,-
福岡,数量,958,268,610,80,0,0,0,0,0,0,0,0,0
福岡,金額,1488607,433620,930593,124394,0,0,0,0,0,0,0,0,0
福岡,平均価格,1554,1618,1526,1555,-,-,-,-,-,-,-,-,-
長崎,数量,22950,3231,7354,7861,3208,521,12,14,0,4,9,33,703
長崎,金額,45670057,7325216,14952803,14775628,5689582,853128,14558,12874,0,9558,17388,81529,1937793
長崎,平均価格,1990,2267,2033,1880,1774,1637,1213,920,-,2390,1932,2471,2756
熊本,数量,16052,1839,7722,6177,224,0,0,0,0,0,0,29,61
熊本,金額,31510832,3874654,15722352,11421984,298468,0,0,0,0,0,0,59583,133791
熊本,平均価格,1963,2107,2036,1849,1332,-,-,-,-,-,-,2055,2193
大分,数量,815,88,171,201,150,68,36,8,5,2,2,7,77
大分,金額,2204587,357739,471274,582088,324269,117320,69854,7884,7020,2592,1642,12150,250755
大分,平均価格,2705,4065,2756,2896,2162,1725,1940,986,1404,1296,821,1736,3257
宮崎,数量,147,28,87,7,0,0,0,0,0,0,0,1,24
宮崎,金額,279796,55836,161224,10098,0,0,0,0,0,0,0,3024,49614
宮崎,平均価格,1903,1994,1853,1443,-,-,-,-,-,-,-,3024,2067
鹿児島,数量,2166,643,748,499,83,17,0,0,0,0,0,19,157
鹿児島,金額,5836607,1973700,1911677,1052891,220606,42401,0,0,0,0,0,63115,572217
鹿児島,平均価格,2695,3070,2556,2110,2658,2494,-,-,-,-,-,3322,3645
