検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成21年1月,平成21年2月,平成21年3月,平成21年4月,平成21年5月,平成21年6月,平成21年7月,平成21年8月,平成21年9月,平成21年10月,平成21年11月,平成21年12月
長崎,金額,30034664,7152733,11213878,8532552,367999,117287,31112,7414,41538,352154,46431,1353831,817735
長崎,平均価格,2526,2878,2492,2224,1042,1629,2074,1483,1731,3787,3095,4996,3751
熊本,数量,158719,13770,14294,16965,14587,14423,12963,11806,13816,10069,10340,9483,16203
熊本,金額,186222306,13164008,13425825,15970862,14063154,14923540,14050580,12775897,18794559,15574524,15465547,14502166,23511644
熊本,平均価格,1173,956,939,941,964,1035,1084,1082,1360,1547,1496,1529,1451
大分,数量,23527,844,3535,5136,4922,3930,2501,1337,24,314,13,51,920
大分,金額,26105451,1226149,3677045,5322921,5129912,4273002,2939690,1469056,37958,494027,19110,73558,1443023
大分,平均価格,1110,1453,1040,1036,1042,1087,1175,1099,1582,1573,1470,1442,1569
宮崎,数量,3052,0,3052,0,0,0,0,0,0,0,0,0,0
宮崎,金額,2568969,0,2568969,0,0,0,0,0,0,0,0,0,0
宮崎,平均価格,842,-,842,-,-,-,-,-,-,-,-,-,-
鹿児島,数量,411,63,211,31,0,0,0,0,0,0,0,0,106
鹿児島,金額,882369,243508,371252,129733,0,0,0,0,0,0,0,0,137876
鹿児島,平均価格,2147,3865,1759,4185,-,-,-,-,-,-,-,-,1301
