検索結果／出荷地別取扱実績（活ひらめ）,,,,,,,,,,,,,,
（単位：ｋｇ・円）,,,,,,,,,,,,,,
出荷地,出荷地,合計,平成26年1月,平成26年2月,平成26年3月,平成26年4月,平成26年5月,平成26年6月,平成26年7月,平成26年8月,平成26年9月,平成26年10月,平成26年11月,平成26年12月
石川,金額,73172,11235,0,0,12776,39830,0,259,0,0,9072,0,0
石川,平均価格,1591,1605,-,-,2555,1475,-,259,-,-,1512,-,-
福井,数量,96,0,0,0,6,85,4,0,0,0,0,1,0
福井,金額,126468,0,0,0,7009,116456,2517,0,0,0,0,486,0
福井,平均価格,1317,-,-,-,1168,1370,629,-,-,-,-,486,-
静岡,数量,4200,386,771,1027,966,242,423,71,34,5,88,30,157
静岡,金額,7435583,993746,1807691,1703394,1528065,335244,470255,86649,55512,8057,229890,45750,171330
静岡,平均価格,1770,2574,2345,1659,1582,1385,1112,1220,1633,1611,2612,1525,1091
愛知,数量,161983,12224,11863,15511,13399,15094,11053,10668,12238,14363,13702,14971,16897
愛知,金額,237658518,18554721,18296131,23477686,20364426,21871402,15137052,14387543,17588535,20709711,19914821,21542107,25814383
愛知,平均価格,1467,1518,1542,1514,1520,1449,1369,1349,1437,1442,1453,1439,1528
三重,数量,2982,269,665,151,111,292,87,208,497,0,2,4,696
三重,金額,5361189,606835,1567409,241804,182427,471815,134422,376115,839852,0,3899,8640,927971
三重,平均価格,1798,2256,2357,1601,1643,1616,1545,1808,1690,-,1950,2160,1333
京都,数量,422,0,0,0,194,169,4,0,0,0,0,55,0
京都,金額,526989,0,0,0,287063,188982,3456,0,0,0,0,47488,0
京都,平均価格,1249,-,-,-,1480,1118,864,-,-,-,-,863,-
大阪,数量,12159,225,1182,1214,906,1378,1364,2113,1908,1528,0,0,341
大阪,金額,18451775,342452,2043644,1914603,1479139,2174913,2121469,3096443,2580271,2099876,0,0,598965
大阪,平均価格,1518,1522,1729,1577,1633,1578,1555,1465,1352,1374,-,-,1756
兵庫,数量,9490,2068,1760,2382,737,1814,391,6,3,26,34,88,181
兵庫,金額,18011921,4310577,3357859,4178756,1409881,2929874,608301,18144,7366,107288,162799,294386,626690
兵庫,平均価格,1898,2084,1908,1754,1913,1615,1556,3024,2455,4126,4788,3345,3462
和歌山,数量,531,58,73,46,59,64,36,34,34,34,30,33,30
和歌山,金額,1037737,120998,165797,85864,112594,120698,69015,63871,60719,64021,56461,60288,57411
和歌山,平均価格,1954,2086,2271,1867,1908,1886,1917,1879,1786,1883,1882,1827,1914
島根,数量,338,0,0,0,136,115,0,0,0,0,0,87,0
島根,金額,483763,0,0,0,211591,142971,0,0,0,0,0,129201,0
島根,平均価格,1431,-,-,-,1556,1243,-,-,-,-,-,1485,-
広島,数量,4,0,0,4,0,0,0,0,0,0,0,0,0
広島,金額,10710,0,0,10710,0,0,0,0,0,0,0,0,0
広島,平均価格,2678,-,-,2678,-,-,-,-,-,-,-,-,-
山口,数量,13505,0,0,0,2156,2191,1743,1744,1284,661,918,1559,1249
山口,金額,18804280,0,0,0,3181573,2907029,2543517,2392197,1939685,874689,1231534,2074272,1659784
山口,平均価格,1392,-,-,-,1476,1327,1459,1372,1511,1323,1342,1331,1329
徳島,数量,554,107,287,77,58,11,0,0,0,0,0,0,14
徳島,金額,1340776,346964,694840,149133,86854,23220,0,0,0,0,0,0,39765
徳島,平均価格,2420,3243,2421,1937,1497,2111,-,-,-,-,-,-,2840
香川,数量,5,0,0,0,0,0,0,0,0,0,0,0,5
香川,金額,3326,0,0,0,0,0,0,0,0,0,0,0,3326
香川,平均価格,665,-,-,-,-,-,-,-,-,-,-,-,665
愛媛,数量,76694,4792,4829,3432,4158,3300,5814,4456,6156,8628,9428,10093,11608
愛媛,金額,114113467,7605732,7719562,5429598,6550913,5181707,7616478,6405641,8933835,12530058,13767830,14550572,17821541
愛媛,平均価格,1488,1587,1599,1582,1575,1570,1310,1438,1451,1452,1460,1442,1535
高知,数量,16,0,7,9,0,0,0,0,0,0,0,0,0
高知,金額,17220,0,7812,9408,0,0,0,0,0,0,0,0,0
高知,平均価格,1076,-,1116,1045,-,-,-,-,-,-,-,-,-
福岡,数量,24857,1188,1218,2405,1347,3987,1686,1304,242,1787,3457,3758,2478
福岡,金額,33635717,1720789,1708672,3392189,1963942,5142490,2175741,1561571,306779,2334289,4502847,5077553,3748855
福岡,平均価格,1353,1448,1403,1410,1458,1290,1290,1198,1268,1306,1303,1351,1513
佐賀,数量,11,0,2,0,0,0,0,0,0,0,1,8,0
佐賀,金額,14296,0,5418,0,0,0,0,0,0,0,778,8100,0
佐賀,平均価格,1300,-,2709,-,-,-,-,-,-,-,778,1013,-
長崎,数量,596,118,30,41,84,48,54,22,12,2,17,94,74
長崎,金額,1008500,282748,53404,74299,110323,55026,44300,19720,4072,1231,36537,145757,181083
長崎,平均価格,1692,2396,1780,1812,1313,1146,820,896,339,616,2149,1551,2447
熊本,数量,60930,5471,4904,4871,4373,3816,3054,2873,4774,5563,6570,5628,9033
熊本,金額,94469517,8603140,7745476,7684667,6915957,6071695,4761358,4414435,7414713,8527057,10064026,8540972,13726021
熊本,平均価格,1550,1572,1579,1578,1582,1591,1559,1537,1553,1533,1532,1518,1520
大分,数量,3612,356,448,662,641,457,298,265,267,0,0,1,217
大分,金額,9965753,957027,1180521,1732622,1739062,1315954,866900,774458,778804,0,0,2862,617543
大分,平均価格,2759,2688,2635,2617,2713,2880,2909,2922,2917,-,-,2862,2846
